constant_name,definition
"Backup file has been created. Will now send download.","Se ha creado el archivo de respaldo, ahora empezará la descarga"
"Bad check","Cheque sin fondos"
"Bad debt","Mal crédito"
"Bahasa Indonesia","Bahasa Indonesia"
Bal,Bal
Balance,Balance
"Balance Amt","Importe Balance"
"Balance Due","Balance a pagar"
"Bank Draft","Letra Bancaria"
"Base of fifth (5th) Metarsal","Base del quinto (5to) Metatarsiano"
"Base of fifth (5th) Metarsal:","Base del quinto (5to) Metatarsiano:"
"Batch Communication Tool","Herramienta de Comunicación para series"
"Batch Payment Entry","Entrada de pagos en serie (Batch)"
"Batch Payments","Pagos en serie"
"Batch Results","Resultados del lote"
"Batch processing initiated; this may take a while.","Proceso de Batch iniciado; puede tomar unos minutos"
BatchCom,Comunicación
Begin,Empezar
"Begin Date","Fecha de comienzo"
"Beginning date of service yyyy-mm-dd","Fecha de inicio de servicio aaaa-mm.dd"
"Beginning hour of day for calendar events.","Hora de inicio del día para los eventos del calendario"
Belching,Eructo
Bengali,Bengali
Bilateral,Bilateral
Bilateral:,Bilateral:
"Bill Date:","Fecha factura:"
Bill/Collect,Facturar/Cobrar
Billed,Facturado
Billing,Facturación
"Billing (write optional)","Facturación (escritura opcional)"
"Billing Attn","Atención factura"
"Billing Code for Requested Service","Código de factura para el Servicio Solicitado"
"Billing Data","Datos de factura"
"Billing Department","Departamento de Facturación"
"Billing Facility","Centro de Facturacion"
"Billing Information","Información factura"
"Billing Location","Dirección para factura"
"Billing Manager","Administrador de Facturación"
"Billing Note","Nota de factura"
"Billing Note for ","Nota de factura para"
"Billing Note:","Nota de factura:"
"Billing Report","Informe de Facturación"
"Billing Status","Estado de facturación"
"Billing Status = Unbilled","Estado de Facturación = no facturados"
"Billing codes","Código de factura"
"Billing queue results:","Resultados de la cola de facturación:"
Biopsy,Biopsia
"Birth Date",F.Nacim.
Black,Negro
"Black Lung","Pulmón ennegrecido"
"Black or African American","Negro o Afro Americano"
"Bladder Cancer","Cáncer de vejiga"
"Bladder Infections","Infecciones de vejiga"
"Blank Forms","Formas en blanco"
"Bleeding Problems","Problemas de sangrado"
"Blind Spots","Puntos Ciegos"
Bloating,Hinchazón
Blocked,Atascado
Blood,Sangre
"Blood Pressure","Presión Arterial"
"Blood pressure","Presión arterial"
"Bloody Nose","Sangra de la nariz"
"Blue Cross Blue Shield","Blue Cross Blue Shield"
"Blue lines in this report are informational. Black lines show previously existing information.  Green lines show changes that were successfully applied.  Red lines indicate errors, or changes that were not applied; these must be processed manually.  Curre","En este reporte líneas azules son informativas. Líneas negras muestran información existente. Líneas verdes muestran cambios aplicados exitosamente. Líneas rojas indican errores o cambios que no fueron aplicados, y deben ser procesados manualmente. Reclamos denegados y pagos revertidos no se manejan automáticamente y aparecerán en rojo."
"Blurred Vision","Visión borrosa"
"Body Region","Región corporal"
"Body Site","Área Corporall"
"Body site, if applicable","Área corporal si aplica"
"Bone Tenderness:","Sensibilidad en hueso:"
"Bone Tenderness: Medial Malleolus","Sensibilidad en hueso: Maléolo Tibial"
Boolean,Boleano
Bot,Infer
"Both Ears","Ambos Oídos"
Bottom,"Parte inferior"
Bpd,Pad
Bps,Pas
"Brazilian Portuguese","Portugués brasileño"
Breast,Seno
"Breast Biopsy","Biopsia del Seno"
"Breast Discharge","Secrecion del seno"
"Breast Disease","Enfermedad de la mama"
"Breast Exam","Revisión mama"
"Breast Mass","Masa en la mama"
"Breath Sounds:","Sonidos respiratorios:"
"Broken Bones","Huesos fracturados"
"Bronchitis Form","Forma de bronquitis"
Browse,Explorar
"Browse for Record","Explorar para Registro"
Bruising/haematoma,Contusiones/Hematomas
"Bulging Right:","Abultamiento derecho:"
"Burning With Urination","Ardor al orinar"
"Burning with Urination","Ardor al orinar"
Busy,Ocupado
Buttock,Gluteos
"Buttock + S.I.","Gluteos + S.I."
By,Por
By/Source,"Por / Fuente"
By:,Por:
C,C
"CA Certificate for verifying the RFC 5425 TLS syslog server.","Certificado de CA para verificar el RFC 5425 TLS del servidor syslog."
CAMOS,CAMOS
CDR,CDR
"CLIA Number","Número CLIA"
"CMS 1500 Margins","Margenes del formulario CMS 1500"
"CMS ID","CMS ID"
"CN2-12 intact","CN2-12 Intacto"
CO-PAY,Copago
COPAY,Co-Pago
COPD,COPD
"COUNTER REFERRAL FORM","CONTADOR DE REMISIÓN"
CPT,CPT
"CPT Code","Código CPT"
"CPT Codes","Código CPT"
"CPT4 Procedure/Service","Procedimiento/Servicio CPT4"
"CPTII Performance Measures","Medidas de Rendimiento CPTII"
CQM,"Gestión Calidad Continua (GCC)"
"CSV Export",CSV
"CSV File","Archivo de CSV"
CU.MM,"MM.CU (Mililitros cubicos)"
"CVX Code","Código CVX"
"CVX Code Mapping","Mapeo del código CVX"
"CVX Immunization","Vacunación CVX"
CYP,CYP
"CYP Factor","Factor de CYP"
"CYP Report","Informe de CYP"
"Cache Lifetime (in seconds)","Tiempo de Vida del Cache (en segundos)"
"Cache template output?","¿Plantilla de salida del caché?"
"Caffeine consumption","Consumo de cafeína"
Calendar,Calendario
"Calendar Ending Hour","Hora de finalización del calendario"
"Calendar Interval","Intervalo Calendario"
"Calendar Screen","Pantalla de calendario"
"Calendar Settings","Ajustes del calendario"
"Calendar Starting Hour","Hora de inicio de calendario"
"Calendar UI","Calendario UI"
"Calendar View","Vista de Calendario"
"Call to addForm() goes here.<br>","Llamada para añadir Formulario () va aquí.<br>"
Calories,Calorias
Cambodian,Camboyano
Cancel,Cancelar
"Cancel Changes","Cancelar cambios"
Canceled,Cancelado
Cancer,Cáncer
"Cancer Screening: Colon Cancer Screening","Detección de Cancer: Detección Cancer de Colon"
"Cancer Screening: Mammogram","Detección de Cancer: Mamograma"
"Cancer Screening: Pap Smear","Detección de Cancer: Prueba de Papanicolau"
"Cancer Screening: Prostate Cancer Screening","Detección de Cancer: Detección de Cancer de Prostata"
"Cannot Modify Payments.Undistributed is Negative.","No puede modificar los pagos. La distribución es negativa."
"Cannot Post Payments.Undistributed is Negative.","No puede enviar pagos. La distribución es negativa."
"Cannot Post for Insurance.The Paying Entity selected is Patient.","No hay mensajes de Seguros. La entidad que paga seleccionada un Paciente."
"Cannot Post for Patient.The Paying Entity selected is Insurance.","No puede enviar para Paciente. La Entidad de pago seleccionado es un seguro."
"Cannot add this entry because it already exists!","No se puede agregar esta entrada, ¡por que ya existe!"
"Cannot add/update this entry because a duplicate already exists!","¡No se puede agregar/actualizar esta entrada porque ya existe un duplicado!"
"Cannot create","No se puede crear"
"Cannot find ","No se puede encontrar"
"Cannot find a destination filename","No se puede encontrar archivo de destino"
"Cannot find patient from SQL-Ledger customer id","No puede encontrar al paciente con esa identificación en SQL-Libro mayor"
"Cannot find postscript document reference in ","No se puede encontrar el documento de referencia de postdata en"
"Cannot find provider from SQL-Ledger employee = ","No puede encontrar el proveedor del empleado del SQL-Libro mayor ="
"Cannot open ","No se puede abrir"
"Cannot read","No se puede leer"
"Cannot read directory","No se puede leer el directorio"
"Cannot update because you are not editing an existing entry!","No se puede actualizar porque no estás editando una entrada que ya exista."
Capitalize,"Poner en Mayúsculas"
Card,Tarjeta
"Cardiac Catheterization","Cateterismo Cardiaco"
"Cardiac Echo","Ecocardiograma cardiaco"
Cardiovascular,Cardiovascular
"Cartilage / chondral / disc damage","Daño de cartílago, condral o del disco articular."
"Cartilage injury","Lesión de cartílago"
"Cartoid pulsations nl, pedal pulses nl","Nl Pulsos Carotideos, pulsos pedios nl"
Cash,Efectivo
"Cash Rec","Recibos Efectivo"
"Cash Receipts by Provider","Recibos de efectivo por Proveedor"
"Cataract Surgery","Cirugía de cataratas"
Cataracts,Cataratas
Categories,Categorías
"Categories for","Categorias para"
Category,Categoría
"Category ",Categoría
"Category Details","Detalles de Categoría"
"Category Limits","Límites de Categoría"
"Category Name","Nombre de Categoría"
"Category name is empty","Nombre de la Categoria esta vacio"
Category/Title,"Titulo de la Categoria"
Caucasian,Caucásico
"Causes Receipts to Print Encounter/Primary Provider Info","Induce a imprimir recibo del encuentro con la informacion del proveedor"
Cell,Celular
"Cell Phone","Teléfono Celular"
"Cell Phone Number","Teléfono Móvil"
"Central Certification","Certificación central"
"Central/South American","Centro Americano / Sud Americano"
"Certificate Authority crt file location cannot be empty","La ubicación del archivo de Certificado de Autoridad crt no puede estar vacía"
"Certificate Authority key file location cannot be empty","La ubicación de la clave del archivo del Certificado de Autoridad no puede estar vacía"
"Certificate User","Usuario del Certificado"
"Certificate to send to RFC 5425 TLS syslog server.","Certificado para enviar a la RFC 5425 TLS del servidor syslog."
Certificates,Certificados
ChampUS,ChampUS
ChampUSVA,ChampUSVA
Change,Cambio
"Change Activity","Cambia actividad"
"Change In Vision","Cambio en la Visión"
"Change in Vision","Cambio en la Visión"
Changed,Cambiado
"Changed Bowel","Intestino Cambiado"
Characteristics,Caracteristicas
"Characters Remaining","Carácteres restantes"
Charge,Cobrar
"Charge Coded","Cobro codificado"
"Charge adjustment","Ajuste del cargo"
Charges,Cargos
Chart,Historia
"Chart Activity","Histórico de Actividad"
"Chart Check-in/out Activity Report","Entradas / Salidas Informe Historial de Actividad"
"Chart ID","Nº Identificación de gráfico"
"Chart ID:","Nº Identificación de gráfico:"
"Chart Location Activity","Actividad de Localización de gráfico"
"Chart Note","Nota en la historia"
"Chart Number","Número de gráfico"
"Chart Storage Locations","Lugares en donde está guardado la gráfica"
"Chart Tracker","Rastreador de gráfico"
"Chart Trk","Rastreador de gráfico"
"Charts Checked Out","Gráficas retiradas"
"Charts Out","Gráficas retiradas"
Check,Comprobar
"Check All","Marcar todo"
"Check Amount","Cantidad del cheque"
"Check Date","Fecha del cheque"
"Check In To","Llegue a"
"Check Input Data","Comprobar data insertado"
"Check Lab Results","Revise los resultados de laboratorio"
"Check Number","Número de cheque"
"Check Payment","Pago por Cheque"
"Check for differences of translations with custom language table.","Comprobar diferencias entre las traducciones con Tabla del Idioma Personalizada"
"Check the box if this is an encrypted file","Marque el cuadrito si es un documento cifrado"
"Check this if you want providers to see all appointments by default and not just their own.","Seleccione esto si quiere que los proveedores vean todas las citas por defecto y no solo las suyas."
"Check/EOB Date:","Comprobar Fecha /EOB:"
"Check/EOB No.:","Comprobar Número EOB.:"
"Check/Ref Number","Comprobar/número de referencia"
"Check/Reference Number","Comprobar/Número de referencia"
"Checkbox list","Lista de Selecciones"
"Checkbox w/text","Casilla con texto"
Checked,Comprobado
"Checked box = yes ,  empty = no","Casilla marcada = sí, vacío = no"
Checkout,"Comprobación / Salir"
Checksum,Sumatoria
Chest,Pecho
"Chest CTAB","Pecho CTAB"
"Chest Pain","Dolor de Pecho"
"Chest Pain:","Dolor de Pecho"
"Chest Pains","Dolores de Pecho"
Chg,Var
"Chief Complaint","Queja Principal"
Child,Niño
"Childhood immunization Status (CQM)","Estado de Inmunizacion de la Niñez (GCC)"
Chills,Escalofríos
Chinese,Chino
"Chinese (Simplified)","Chino (simplificado)"
"Chinese (Traditional)","Chino (tradicional)"
Choices,Opciones
Cholecystectomy,Colecistectomía
Cholecystestomy,Colecistectomía
Choose,Elegir
"Choose Criteria","Criterios de selección"
"Choose a section and click an item within it; then in the other section you will see the related items highlighted, and you can click in that section to add and delete relationships.","Elija una sección y seleccione un elemento dentro de ella; luego, en la otra sección, verá remarcados los elementos relacionados y puede seleccionar de esa sección para añadir y borrar relaciones."
"Choose list","Lista de Selecciones"
"Choose print format for this encounter report.","Seleccione formato para imprimir para este Informe de Visitas."
"Chronic Bronchitis","Bronquitis Crónica"
"Chronic Joint Pain","Dolor crónico de articulaciones"
"Chronic Kidney Disease (CKD)","Enfermedad Renal Cronica (ERC)"
"Chronic synovitis / effusion / joint pain / gout","Sinovitis crónica/derrame/dolor articular/gota"
Chronic/Recurrent,Crónico/Recurrente
"Cirrhosis Of The Liver","Cirrosis del Hígado"
"Cirrhosis of the Liver","Cirrosis del hígado"
City,Ciudad
"City Name","Nombre de Ciudad"
