constant_name,definition
"Audit Logging Backups","Copias de seguridad de registro de auditoría"
"Audit Logging Miscellaneous","Miscelaneos de Registro de auditoría"
"Audit Logging Order","Orden de Registro de auditoría"
"Audit Logging Patient Record","Registro de auditoría de registro del paciente"
"Audit Logging SELECT Query","Registro de auditoría consulta SELECT"
"Audit Logging Scheduling","Planificación registro de auditoría"
"Audit Logging Security Administration","Registro de auditoría Administración de la Seguridad"
Aug,Ago
August,Agosto
Auth,Autorización
Auth/notes,Autorizacion/Notas
"Authorization Status","Estatus de autorización"
"Authorization group","Grupo de Autorizacion"
Authorizations,Autorizaciones
Authorize,Autorizar
"Authorize - any encounters","Autorice - cualquier encuentro"
"Authorize - my encounters","Autorice - mis encuentros"
Authorized,Autorizado
"Authorized Only","Autorizacion solamente"
Authorized?,Autorizado?
"Auto Send","Mandar automáticamente"
"Auto-Create New Encounters","Crear automaticamente nuevos encuentros"
Auto-generated,Auto-generado
"Automated Measure Calculations (AMC)","Calculos Automaticos de Medida (CAM)"
"Automated Measure Calculations (AMC) Tracking","Rastreo Calculos Automaticos de Medida (CAM)"
"Automated Measures (AMC)","Medidas Automatizadas "
Automatic,Automatica
"Automatically create a new encounter when appointment status is set to ""@"" (arrived).","Crear automáticamente nuevos encuentros cuando el estado de una cita se selecciona en ""@"" (llegado)"
"Automobile Medical","Automovil Medico"
"Available Times","Horas disponbiles"
"Available categories","Categorias Disponibles"
"Average No. of Days","Promedio de días"
"Avg Monthly","Promedio mensual"
"Avulsion / avulsion fracture","Avulsión / fractura por avulsión"
"Avulsion lateral malleolus","Avulsión de maleolo lateral"
"Avulsion medial malleolus ","Avulsión de maleolo medial"
Awareness-Based,"Basado en Conocimiento"
Axilar,Axila
Axillary,Axila
BASIC,Básico
BMI,IMC
"BMI Status","Estado del IMC"
"BOX 10 A. Employment related ","CAJA 10 A. relacionados con el Empleo"
"BOX 10 B. Auto Accident ","CAJA 10 B. Accidentes de Autos"
"BOX 10 C. Other Accident ","CAJA 10 C. Otros Accidentes"
"BOX 15. Date of same or similar illness (yyyy-mm-dd):","CAJA 15. Día en el que tuvo la misma enfermedad, o alguna similar (aaaa-mm-dd):"
"BOX 16. Date unable to work from (yyyy-mm-dd):","CAJA 16. Fecha de incapacidad de trabajar apartir de (aaaa-mm-dd):"
"BOX 16. Date unable to work to (yyyy-mm-dd):","CAJA 16. Fecha incapacidad de trabajar (aaaa-mm-dd):"
"BOX 18. Hospitalization date from (yyyy-mm-dd): ","CAJA 18. Fecha de incicio de hospitalización (aaaa-mm-dd):"
"BOX 18. Hospitalization date to (yyyy-mm-dd): ","CAJA 18. Fecha de inicio de hospitalización a (aaaa-mm-dd):"
"BOX 20. Is Outside Lab used?","CASILLA 20. ¿Se utiliza Laboratorio externo?"
"BOX 22. Medicaid Resubmission Code (ICD-9) ","CAJA 22. Código de la resumisión de Medicaid (ICD-9)"
"BOX 23. Prior Authorization No. ","CAJA 23. Número de Autorización previa"
BP,TA
"BP Diastolic","Presión Arterial /Diastólica"
"BP Systolic","Presión Arterial/Sistólica"
Back,Regresar
"Back Pain","Dolor de Espaldas"
"Back Problems","Problemas de espalda"
"Back Surgery","Cirugia de la espalda"
"Back To Patient","Volver al paciente"
"Back To View","Volver a Vista"
"Back eight visits","Retrocede ocho visitas"
"Back eleven visits","Retroceder once visitas"
"Back five visits","Retroceder cinco visitas"
"Back four visits","Retroceder cuatro visitas"
"Back nine visits","Retroceder nueve visitas"
"Back one visit","Regresar una visita"
"Back seven visits","Retroceder siete visitas"
"Back six visits","Retroceder seis visitas"
"Back ten visits","Retroceder diez visitas"
"Back three visits","Retroceder tres visitas"
"Back to Admin Page","Volver a la página de Administración"
"Back to Users","Volver a los usuarios"
"Back twelve visits","Retroceder doce visitas"
"Back two visits","Retroceder dos visitas"
Backup,Respaldos
"Backup Successfully taken in","Archivo de respaldo creado con exito"
"Backup file has been created. Will now send download.","Se ha creado el archivo de respaldo, ahora empezará la descarga"
"Bacterial Vaginosis","Vaginosis bacteriana"
"Bad check","Cheque sin fondos"
"Bad debt","Mal crédito"
"Bahasa Indonesia","Bahasa Indonesia"
Bal,Saldo
Balance,Balance
"Balance Amt","Importe Balance"
"Balance Due","Saldo pendiente"
"Balance Due:","Saldo pendiente"
Balanitis,Balanitis
"Bank Draft","Letra Bancaria"
Barrier/IUD,Barrera/DIU
"Basal Temperature","Temp. Basal"
"Base of fifth (5th) Metarsal","Base del quinto (5to) Metatarsiano"
"Base of fifth (5th) Metarsal:","Base del quinto (5to) Metatarsiano:"
"Basic Data","Datos básicos"
"Basic Information","Información básica"
"Basic RH (female and male)","SR Básica (mujer y hombre)"
"Basic RH (female only)","SR Básica (sólo mujer)"
"Batch Communication Tool","Herramienta de Comunicaciones"
"Batch Payment Entry","Entrada de pagos en serie (Batch)"
"Batch Payments","Pagos en serie"
"Batch Results","Resultados por lote"
"Batch processing initiated; this may take a while.","Proceso de Batch iniciado; puede tomar unos minutos"
BatchCom,Notificaciones
Begin,Inicio
"Begin Date","Begin Date"
"Beginning Account Balance","Saldo inicial de la cuenta"
"Beginning date of service yyyy-mm-dd","Fecha de inicio de servicio aaaa-mm.dd"
"Beginning hour of day for calendar events.","Hora de inicio del día para los eventos del calendario"
Belching,Eructo
Bengali,Bengali
"Between 1 and 3 months ago","Entre 1 y 3 meses"
Bilateral,Bilateral
Bilateral:,Bilateral:
"Biliary System","Sistema biliar"
"Bill Date:","Fecha factura:"
Bill/Collect,Facturar/Cobrar
Billed,Facturado
Billing,Facturacion
"Billing (write optional)","Facturación (escritura opcional)"
"Billing Attn","Atención factura"
"Billing Code for Requested Service","Código de factura para el Servicio Solicitado"
"Billing Data","Datos de factura"
"Billing Department","Departamento de Facturación"
"Billing Facility","Centro de Facturacion"
"Billing Facility:",Clínica
"Billing Information","Información de facturación"
"Billing Location","Emite Facturas"
"Billing Manager","Administrador de Facturación"
"Billing Note","Nota de facturación"
"Billing Note for ","Nota de factura para"
"Billing Note:","Nota de factura:"
"Billing Report","Informe de Facturación"
"Billing Status","Estado de facturación"
"Billing Status = Unbilled","Estado de Facturación = no facturados"
"Billing codes","Código de factura"
"Billing queue results:","Resultados de la cola de facturación:"
Biopsy,Biopsia
Biopsy:,Biopsia
"Birth Date",F.Nacim.
Black,Negro
"Black Lung","Pulmón ennegrecido"
"Black or African American","Negro o Afro Americano"
"Bladder Cancer","Cáncer de vejiga"
"Bladder Infections","Infecciones de vejiga"
"Blank Forms","Formas en blanco"
"Bleeding During Pregnancy","Sangramiento durante emb"
"Bleeding Problems","Problemas de sangrado"
"Bleeding Problems:","Problemas de sangramiento"
"Bleeding/spotting since last period?","¿Sangrado/manchado desde FUM?"
"Blind Spots","Puntos Ciegos"
Bloating,Hinchazón
Blocked,Atascado
Blood,Sangre
"Blood Group","Grupo sanguíneo"
"Blood Pressure","Presión Arterial"
"Blood pressure","Presión arterial"
"Blood pressure ","Presión arterial"
"Bloody Nose","Sangra de la nariz"
"Blue Cross Blue Shield","Blue Cross Blue Shield"
"Blue lines in this report are informational. Black lines show previously existing information.  Green lines show changes that were successfully applied.  Red lines indicate errors, or changes that were not applied; these must be processed manually.  Curre","En este reporte líneas azules son informativas. Líneas negras muestran información existente. Líneas verdes muestran cambios aplicados exitosamente. Líneas rojas indican errores o cambios que no fueron aplicados, y deben ser procesados manualmente. Reclamos denegados y pagos revertidos no se manejan automáticamente y aparecerán en rojo."
"Blurred Vision","Visión borrosa"
"Body Region","Región corporal"
"Body Site","Área Corporall"
"Body site, if applicable","Área corporal si aplica"
"Bone Tenderness:","Sensibilidad en hueso:"
"Bone Tenderness: Medial Malleolus","Sensibilidad en hueso: Maléolo Tibial"
Boolean,Boleano
Bot,Inferior
"Both Ears","Ambos oidos"
Bottom,Inf
Bpd,Pad
Bps,Pas
"Brazilian Portuguese","Portugués brasileño"
Breast,Mamas
"Breast Biopsy","Biopsia del Seno"
"Breast Cancer within the Past 5 Years","Cáncer de mama en los pasados 5 años"
"Breast Discharge","Secrecion del seno"
"Breast Disease","Enfermedad de mamas"
"Breast Exam","Examen de mamas"
"Breast Mass","Masa en las mamas"
Breast-feeding,Amamantamiento
"Breath Sounds:","Sonidos respiratorios:"
"Broken Bones","Huesos fracturados"
"Bronchitis Form","Forma de bronquitis"
Browse,Explorar
"Browse for Record","Explorar para Registro"
Bruising/haematoma,Contusiones/Hematomas
"Bulging Right:","Abultamiento derecho:"
"Burning With Urination","Ardor al orinar"
"Burning with Urination","Ardor al orinar"
Busy,Ocupado
Buttock,Gluteos
"Buttock + S.I.","Gluteos + S.I."
By,Por
By/Source,"Por / Fuente"
By:,Por:
C,C
"C3 Statistics Reporting","Reporte Estadístico C3"
"CA Certificate for verifying the RFC 5425 TLS syslog server.","Certificado de CA para verificar el RFC 5425 TLS del servidor syslog."
CAMOS,CAMOS
"CBD / CBS","DBC / SBC"
"CD4 count","Conteo CD4"
CDR,CDR
CHEST,Pecho
"CLIA Number","#SDP en SGIe"
"CMS 1500 Margins","Margenes del formulario CMS 1500"
"CMS ID","CMS ID"
"CN2-12 intact","CN2-12 Intacto"
CO-PAY,Co-Pago
"COC & POC","AOC y PPS"
COPAY,Co-Pago
COPD,COPD
"COUNTER REFERRAL FORM","CONTADOR DE REMISIÓN"
CPT,CPT
"CPT Code","Código CPT"
"CPT Codes","Código CPT"
"CPT4 Procedure/Service","Procedimiento/Servicio CPT4"
"CPTII Performance Measures","Medidas de Rendimiento CPTII"
CQM,"Gestión Calidad Continua (GCC)"
"CSV Export",CSV
"CSV File","Archivo de CSV"
CU.MM,"MM.CU (Mililitros cubicos)"
"CVX Code","Código CVX"
"CVX Code Mapping","Mapeo del código CVX"
"CVX Immunization","Vacunación CVX"
CYP,APP
"CYP Factor","Factor de APP"
"CYP Factor:","Factor de APP"
"CYP Report","Reporte de APPs"
"CYP Statistics Reporting","Reporte Estadístico APP"
"Cache Lifetime (in seconds)","Tiempo de Vida del Cache (en segundos)"
"Cache template output?","¿Plantilla de salida del caché?"
"Caffeine consumption","Consumo de cafeína"
Calendar,Agenda/Calendario
"Calendar Ending Hour","Hora de finalización del calendario"
"Calendar Interval","Intervalo Calendario"
"Calendar Screen","Pantalla de calendario"
"Calendar Settings","Ajustes del calendario"
"Calendar Starting Hour","Hora de inicio de calendario"
"Calendar UI","Calendario UI"
"Calendar UI:",Agenda/Calendario
"Calendar View","Vista de Calendario"
Calendar:,Agenda/Calendario
"Call to addForm() goes here.<br>","Llamada para añadir Formulario () va aquí.<br>"
Calories,Calorias
Cambodian,Camboyano
Cancel,Cancelar
"Cancel Changes","Cancelar cambios"
Canceled,Cancelado
Cancer,Cáncer
"Cancer Screening: Colon Cancer Screening","Detección de Cancer: Detección Cancer de Colon"
"Cancer Screening: Mammogram","Detección de Cancer: Mamograma"
"Cancer Screening: Pap Smear","Detección de Cancer: Prueba de Papanicolau"
"Cancer Screening: Prostate Cancer Screening","Detección de Cancer: Detección de Cancer de Prostata"
"Cannot Modify Payments.Undistributed is Negative.","No puede modificar los pagos. La distribución es negativa."
"Cannot Post Payments.Undistributed is Negative.","No puede enviar pagos. La distribución es negativa."
"Cannot Post for Insurance.The Paying Entity selected is Patient.","No hay mensajes de Seguros. La entidad que paga seleccionada un Paciente."
"Cannot Post for Patient.The Paying Entity selected is Insurance.","No puede enviar para Paciente. La Entidad de pago seleccionado es un seguro."
"Cannot add this entry because it already exists!","No se puede agregar esta entrada, ¡por que ya existe!"
"Cannot add/update this entry because a duplicate already exists!","¡No se puede agregar/actualizar esta entrada porque ya existe un duplicado!"
"Cannot create","No se puede crear"
"Cannot find ","No se puede encontrar"
"Cannot find a destination filename","No se puede encontrar archivo de destino"
"Cannot find patient from SQL-Ledger customer id","No puede encontrar al paciente con esa identificación en SQL-Libro mayor"
"Cannot find postscript document reference in ","No se puede encontrar el documento de referencia de postdata en"
"Cannot find provider from SQL-Ledger employee = ","No puede encontrar el proveedor del empleado del SQL-Libro mayor ="
"Cannot open ","No se puede abrir"
"Cannot read","No se puede leer"
"Cannot read directory","No se puede leer el directorio"
"Cannot update because you are not editing an existing entry!","No se puede actualizar porque no estás editando una entrada que ya exista."
Capitalize,"Poner en Mayúsculas"
