,constant_name,definition,IPPF_Spanish (proposed),Same as Def?,Notes,source,openemr,test,spanish,argentina,panama,haiti,,0,TEST,KEVIN or ANA
179,Abdominal,Abdominal,Abdominal,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
180,Able to Bear Weight four (4) steps:,Capaz de cargar peso cuatro pasos,Capaz de cargar peso cuatro pasos,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
181,Abn,Anrml,Anormal,0,,test,Anormal,Anrml,NULL,NULL,NULL,NULL,1,1,1,0
182,ABN1,ANRML1,Indicador de método de autenticación,0,"After migration from the old password mechanisms where passwords are stored in the users table without salt is complete, this flag should be set to false so that only authentication by the new method (ABN)  is possible. Nothing to do with ""Abnormal""",test,ABN1,ANRML1,NULL,NULL,NULL,NULL,1,1,1,1
183,Abnormal,Anormal,Anormal,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
184,Abnormal - Ectopic Pregnancy,Anormal - Embarazo ectópico,Anormal - Embarazo ectópico,1,,test,NULL,Anormal - Embarazo ectópico,NULL,NULL,NULL,NULL,1,0,1,0
185,Abnormal - Molar Pregnancy,Anormal - Embarazo molar,Anormal - Embarazo molar,1,,test,NULL,Anormal - Embarazo molar,NULL,NULL,NULL,NULL,1,0,1,0
186,Abnormal Blood Test,Análisis de sangre anormal,Análisis de sangre anormal,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
187,Abnormal Blood Test:,Ex de sangre anormal,Examen de sangre anormal:,0,,test,NULL,Ex de sangre anormal,NULL,NULL,NULL,NULL,1,1,1,0
188,Abnormal Hair Growth,Crecimiento anormal del pelo,Crecimiento anormal del pelo,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
189,Abnormal Hair Growth:,Crecimiento anormal del cabello,Crecimiento anormal del cabello:,0,,test,NULL,Crecimiento anormal del cabello,NULL,NULL,NULL,NULL,1,1,1,0
190,Abnormal Mammogram,Mamog anormal,Mamograma anormal,0,,test,Mamografía anormal,Mamog anormal,NULL,NULL,NULL,NULL,1,1,1,0
191,Abnormal Menstrual Periods,Períodos menst anormal,Períodos menstruales anormales,0,,test,NULL,Períodos menst anormal,NULL,NULL,NULL,NULL,1,1,1,0
192,ABO and Rh blood groups,Abo y grupos sanguíneos Rh,Grupos sanguíneos ABO y Rh,0,,test,NULL,Abo y grupos sanguíneos Rh,NULL,NULL,NULL,NULL,1,1,1,0
193,Abortion,Aborto,Aborto,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
194,Abortion Basic History,Historia clínica de Abortos,Historia clínica de Abortos,1,,test,NULL,Historia clínica de Abortos,NULL,NULL,NULL,NULL,1,0,1,0
195,Abortion Issues,Problemas del Aborto,Problemas del Aborto,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
196,Abortion Method,Método de Aborto,Método de Aborto,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
197,Abortion Tests,Pruebas de aborto,Pruebas de aborto,1,,test,NULL,Pruebas de aborto,NULL,NULL,NULL,NULL,1,0,1,0
198,Abortion-Related Categories,Categorías relacionadas al Aborto,Categorías relacionadas con el Aborto,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
199,Abortion:,Aborto:,Aborto:,1,,test,NULL,Aborto:,NULL,NULL,NULL,NULL,1,0,1,0
200,Abortions,Abortos,Abortos,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
201,About the calendar,Acerca del calendario,Acerca del calendario,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
202,Absence of Menstruation,Ausencia de menstruación,Ausencia de menstruación,1,,panama,NULL,Ausencia de menstruación,NULL,NULL,Ausencia de menstruación,Ausencia del período menstrual,1,0,0,0
203,Absences by Diagnosis,Ausencias por Diagnóstico,Ausencias por Diagnóstico,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
204,Abuse,Abuso,Abuso,1,,test,NULL,Abuso,NULL,NULL,NULL,NULL,1,0,1,0
205,Accept Assignment,Aceptar la tarea,Acepta Facturar,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
206,Accept Payment for,Aceptar pago de,Aceptar pago para,0,,panama,Aceptar pago por,NULL,NULL,NULL,Aceptar pago de,NULL,1,1,0,0
207,Accept Payment for ,Aceptar Pago por ,Aceptar pago por ,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
208,Acceptors New to Modern Contraception,Aceptantes nuevos de anticoncepción moderna,Aceptantes nuevos de anticoncepción moderna,1,,test,NULL,Aceptantes nuevos de anticoncepción moderna,NULL,NULL,NULL,NULL,1,0,1,0
209,Accepts Assignment,Acepta Facturar,Acepta Facturar,1,Duplicate constant,test,Acepta tarea,Acepta Facturar,NULL,NULL,NULL,NULL,1,0,1,1
210,Access Control,Control de acceso,Control de acceso,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
211,Access Control List Administration,Administración de la Lista de Control de Acceso,Administración de la Lista de Control de Acceso,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
212,Access Control:,Privilegios/Accesos al sistema,Privilegios/Accesos al sistema,1,,test,NULL,Privilegios/Accesos al sistema,NULL,NULL,NULL,NULL,1,0,1,0
213,Access Groups,Perfil de usuario,Grupos de Perfiles de usuario,0,,panama,NULL,NULL,NULL,NULL,Perfil de usuario,NULL,1,1,0,0
214,Access not allowed,Acceso no permitido,Acceso no permitido,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
215,Access Not Authorized,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,0,0
216,Access Your Patient Portal,Acceder al Portal del Paciente,Acceder al Portal del cliente,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
217,Account Name,Nombre de la Cuenta,Nombre de la Cuenta,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
218,Accounting,Contabilidad,Contabilidad,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
219,Accounting Transactions,Transacciones Contables,Transacciones Contables,1,,panama,NULL,NULL,NULL,NULL,Transacciones Contables,NULL,1,0,0,0
220,Accounting Transactions Export,Exportación transacciones contables,Exportación transacciones contables,1,,panama,NULL,NULL,NULL,NULL,Exportación transacciones contables,NULL,1,0,0,0
221,Acct Export,Exportar transacciones contables,Exportar transacciones contables,1,,panama,NULL,NULL,NULL,NULL,Exportar transacciones contables,NULL,1,0,0,0
222,Aches,Dolores,Dolores,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
223,Acknowledgment Requested (ISA14),Solicitud de reconocimiento (ISA14),Solicitud de reconocimiento (ISA14),1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
224,"Acknowledgments, Licensing and Certification","Reconocimientos, Licencias y Certificaciones","Reconocimientos, Licencias y Certificaciones",1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
225,ACL,Seguridad del sistema,Seguridad del sistema,1,,test,ACL,Seguridad del sistema,NULL,NULL,NULL,NULL,1,0,1,0
226,ACL Administration,Administración del ACL,Administración de la Lista de Control de Acceso,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
227,ACL Administration Not Authorized,Administración de ACL no autorizada,Administración de LCA no autorizada,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
228,Acne,Acné,Acné,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
229,Acne:,Acné,Acné:,0,,test,NULL,Acné,NULL,NULL,NULL,NULL,1,1,1,0
230,Act,Acta,Acta,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
231,Act Date,Fetcha,Fecha,0,,panama,Fecha de Acta,Fetcha,NULL,NULL,Fetcha,Fecha,1,1,0,0
232,Action,Accion,Accion,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
233,Actions,Acciones,Acciones,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
234,Activate CCR/CCD Reporting,Activar Reportes CCR/CCD,Activar Reportes de Registro/Documento de Continuidad de Atención,0,CCR(Continuity of Care Record) and CCD(Continuity of Care Document) reporting ,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,1
235,Active,Activa,Activa,1,,test,Activo,Activa,NULL,NULL,NULL,NULL,1,0,1,0
236,Active Alert,Alerta Activa,Alerta Activa,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
237,Active Alert Rules,Reglas de Alerta Activa,Reglas de Alerta Activa,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
238,Active Alerts/Reminders,Alertas activas/recordatorios,Alertas activas/recordatorios,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
239,Active Encounter,Visita activa,Visita activa,1,,test,Encuentro Activo,Visita activa,NULL,NULL,NULL,NULL,1,0,1,0
240,Active lists,Listas Activas,Listas Activas,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
241,Active Patient,Cliente activo,Cliente activo,1,,test,Paciente Activo,Cliente activo,NULL,NULL,NULL,NULL,1,0,1,0
242,Active Patient:,Client activo:,Cliente activo:,0,,test,NULL,Client activo:,NULL,NULL,NULL,NULL,1,1,1,0
243,Active Plans,Planes Activos,Planes Activos,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
244,Active Viral Hepatitis,Hepatitis viral activa,Hepatitis viral activa,1,,test,NULL,Hepatitis viral activa,NULL,NULL,NULL,NULL,1,0,1,0
245,Activity,Saldos de Inventario,Actividad,0,,test,Actividad,Saldos de Inventario,NULL,NULL,NULL,NULL,1,1,1,0
246,Activity Type,Tipo de Actividad,Tipo de Actividad,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
247,Acute bronchitis or pneumonia,Bronquitis o neumonía aguda,Bronquitis o neumonía aguda,1,,test,NULL,Bronquitis o neumonía aguda,NULL,NULL,NULL,NULL,1,0,1,0
248,Acute Intoxication/Withdrawal,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,,0,0
249,Acute on Chronic,Agudo en Crónico,Agudo en Crónico,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
250,ADD,AÑADIR,AÑADIR,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
251,Add,Agregar,Añadir,0,,test,Añadir,Agregar,NULL,NULL,NULL,NULL,1,1,1,0
252,add,añadir,añadir,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
253,Add a Company,Añadir una compañía,Añadir una compañía,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
254,Add a Pharmacy,Agregar Farmacia,Añadir Farmacia,0,Agregar' could be interpeted as 'aggregate' instead of 'add',test,Añadir una farmacia,Agregar Farmacia,NULL,NULL,NULL,NULL,1,1,1,1
255,add an event for ,Añadir un evento para,Añadir un evento para,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
256,Add as a new note,Añadir como nueva nota,Añadir como nueva nota,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
257,Add as New,Agreagar como nuevo,Añadir como nuevo,0,,test,Añadir como nuevo,Agreagar como nuevo,NULL,NULL,NULL,NULL,1,1,1,0
258,Add Buttons,Agregar Botones,Añadir botones,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
259,"Add Buttons for Special Chars,Texts to be Displayed on Top of the Editor for inclusion to the text on a Click","Agregar botones para caracteres especiales, texto a mostrar encima del editor para incluir en el texto con un Click.","Añadir botones para caracteres especiales, texto a mostrar encima del editor para incluir en el texto con un clic.",0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
260,Add Category,Añadir categoria,Añadir categoria,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
261,Add Constant,Agregar constante,Añadir constante,0,,test,Añadir constante,Agregar constante,NULL,NULL,NULL,NULL,1,1,1,0
262,Add Context,Añadir contexto,Añadir contexto,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
263,Add Copay,Agregar pago,Añadir pago,0,"From the initial implementations IN ippf, the field Copay was used in the sense of an amount the client pays, regardless the insurance concept of co-pay",panama,Añadir Co-pago,Agregar pago,NULL,NULL,Agregar pago,Agregar co-pago,1,1,0,1
264,Add criteria,Añadir Criterios,Añadir criterios,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
265,Add Custom Button,Añadir Boton Deseado,Añadirbotón definido por usuario,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
266,Add Diagnosis,Añadir diagnóstico,Añadir diagnóstico,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
267,Add Drug,Agregar productos,Añadir productos,0,,test,Añadir medicamento,Agregar productos,NULL,NULL,NULL,NULL,1,1,1,0
268,Add Encounter,Agregar visita,Añadir visita,0,,test,Añadir encuentro,Agregar visita,NULL,NULL,NULL,NULL,1,1,1,0
269,Add encounter/notes,Añadir encuentro/notas,Añadir visita/notas,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
270,Add Facility,Añadir Centro,Añadir Centro,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
271,Add Field,Agregar campo,Añadir campo,0,,test,Añadir Campo,Agregar campo,NULL,NULL,NULL,NULL,1,1,1,0
272,Add following lines to the Apache configuration file,Añadir las siguientes lineas al file de configuracion de Apache,Añadir las siguientes lineas al file de configuracion de Apache,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
273,Add Group,Agregar grupo,Añadir grupo,0,,test,Añadir grupo,Agregar grupo,NULL,NULL,NULL,NULL,1,1,1,0
274,Add ICD Code,Añadir código CIE,Añadir código CIE,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
275,Add Immunization,Agregar vacunación,Añadir vacunación,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
276,Add is not authorized!,Añadir no permitido!,Añadir no permitido!,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
277,Add Issue,Agregar condición,Añadir condición,0,,panama,Añadir Incidente,Agregar condición,NULL,NULL,Agregar condición,Agregar evento,1,1,0,0
278,Add Language,Agregar idioma,Añadir idioma,0,,test,Añadir idioma,Agregar idioma,NULL,NULL,NULL,NULL,1,1,1,0
279,Add Language or Add Constant or Edit definitions:,Agregar idioma /constante /Editar definiciones:,Añadir idioma /constante /Editar definiciones:,0,,test,NULL,Agregar idioma /constante /Editar definiciones:,NULL,NULL,NULL,NULL,1,1,1,0
280,Add Multiple,Agregar múltiples recetas,Añadir múltiples recetas,0,,test,NULL,Agregar múltiples recetas,NULL,NULL,NULL,NULL,1,1,1,0
281,Add New,Añadir nuevo,Añadir nuevo,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
282,Add new,Agregar Nuevo,Añadir Nuevo,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
283,Add new category : ,Añadir nuevo categoría :,Añadir nuevo categoría :,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
284,Add new certificates to the Apache configuration file,Añadir Certificados nuevos al archivo de configuracion de Apache,Añadir Certificados nuevos al archivo de configuracion de Apache,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
285,Add new client record,Agregar nuevo registro de cliente,Añadir nuevo registro de cliente,0,,panama,NULL,Agregar nuevo registro de cliente,NULL,NULL,Agregar nuevo registro de cliente,Agregar Nuevo registro de cliente,1,1,0,0
286,Add New Group,Agregar grupo nuevo,Añadir grupo nuevo,0,,test,Añadir nuevo grupo,Agregar grupo nuevo,NULL,NULL,NULL,NULL,1,1,1,0
287,Add new lot and transaction,Añadir lote nuevo y transacción,Añadir lote nuevo y transacción,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
288,Add New Note,Agregar nueva nota,Añadir nueva nota,0,,test,Añadir nueva nota,Agregar nueva nota,NULL,NULL,NULL,NULL,1,1,1,0
289,Add new note,Añadir nueva nota,Añadir nueva nota,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
290,Add New Partner,Añadir nuevo socio,Añadir nuevo socio,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
291,Add Note,Añadir nota,Añadir nota,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
292,Add Patient Record,Agregar nuevo reg cliente,Añadir nuevo registro de cliente,0,,test,Añadir registro del paciente,Agregar nuevo reg cliente,NULL,NULL,NULL,NULL,1,1,1,0
293,Add payment,Agregar pago,Añadir pago,0,,test,NULL,Agregar pago,NULL,NULL,NULL,NULL,1,1,1,0
294,Add Prescription,Agregar receta médica,Añadir receta médica,0,,test,Añadir receta,Agregar receta médica,NULL,NULL,NULL,NULL,1,1,1,0
295,Add Procedure,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,,0,0
296,Add Provider Number,Añadir numero del proveedor,Añadir numero del proveedor,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
297,Add Rehab,Añadir Rehabilitacion,Añadir rehabilitación,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
298,Add Row,Añadir fila,Añadir fila,1,,test,NULL,Añadir fila,NULL,NULL,NULL,NULL,1,0,1,0
299,Add Rule,Añadir Regla,Añadir regla,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
300,Add to,Añadir a,Añadir a,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
301,Add to Medication List,Agregar a lista de medic,Añadir a lista de medicamentos,0,,test,Añadir a lista de medicación,Agregar a lista de medic,NULL,NULL,NULL,NULL,1,1,1,0
302,Add Top Level,Agregar al inicio,Añadir al inicio,0,,test,Añadir nivel superior,Agregar al inicio,NULL,NULL,NULL,NULL,1,1,1,0
303,Add Transaction,Agregar transacción,Añadir transacción,0,,test,Añadir Transacción,Agregar transacción,NULL,NULL,NULL,NULL,1,1,1,0
304,Add User,Añadir usuario,Añadir usuario,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
305,Add User To Group,Añadir Usuario al Grupo,Añadir Usuario al Grupo,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
306,Add/Edit eRx,Añadir/Editar eRx,Añadir/Editar eRx,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
307,Add/Edit Patient Transaction,Añadir/Editar transaccion de paciente,Añadir/Editar transaccion de cliente,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
308,added,Añadido,Añadido,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
309,Adding demographics is not authorized.,No se autoriza añadir datos demograficos.,No se autoriza añadir datos demograficos.,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
310,Addison Syndrom,Síndrome de Addison,Síndrome de Addison,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
311,Addison Syndrome,Síndrome de Addison,Síndrome de Addison,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
312,Additional Attributes,Atributos adicionales,Atributos adicionales,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
313,Additional Diagnosis:,Diagnósticos adicionales:,Diagnósticos adicionales:,1,,test,Diagnóstico adicional:,Diagnósticos adicionales:,NULL,NULL,NULL,NULL,1,0,1,0
314,Additional History,Historia Adicional,Historia Adicional,1,,test,Historial adicional,Historia Adicional,NULL,NULL,NULL,NULL,1,0,1,0
315,Additional history notes,Notas adicionales de la historia,Notas adicionales de la historia,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
316,Additional Info,Información adicional,Información adicional,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
317,Additional Info:,Información Adicional:,Información Adicional:,1,,test,NULL,Información Adicional:,NULL,NULL,NULL,NULL,1,0,1,0
318,Additional Labs,Laboratorios adicionales,Laboratorios adicionales,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
319,Additional Notes,Notas adicionales,Notas adicionales,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
320,Additional notes for this result or recommendation,,,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,,0,0
321,Additional Notes:,Notas adicionales:,Notas adicionales:,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
322,Additional Notes: ,Notas adicionales:,Notas adicionales:,1,Exact term duplicated,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1
323,Additional X-RAY Notes:,Notas de Rayos X adicionales:,Notas de Rayos X adicionales:,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
324,"Additionally, the corresponding US Snomed Extension Package can be imported separately after installing the International (English version) Snomed Release",,"Además, el Paquete de Extensión US Snomed puede importarse de manera separada después de instalar la verrsión de Snomed en inglés",0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,,0,0
325,addonly,solo añadir,solo añadir,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
326,Addr Bk,Lbta Direcciones,Libreta de Direcciones,0,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0
327,Addr Book,Agenda Proveedores,Libreta de Direcciones,0,,test,Lbta Direcciones,Agenda Proveedores,NULL,NULL,NULL,NULL,1,1,1,0
328,Address,Dirección,Dirección,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
329,Address Book,Libreta de direcciones,Libreta de direcciones,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
330,Address book entry for the company performing this procedure,Entrada al Libro de Direcciones para la compañia que hace este procedimiento,Entrada al Libro de Direcciones para la compañia que hace este procedimiento,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
331,Address book entry for the distributor,Entrada al libro de Direcciones para el distribuidor,Entrada al libro de Direcciones para el distribuidor,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
332,Address book entry for the vendor,Entrada al Libro de Direcciones para el vendedor,Entrada al Libro de Direcciones para el vendedor,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
333,Address Book Types,Tipos de Directorio,Tipos de Directorio,1,,test,Tipos de Libro de Direcciones,Tipos de Directorio,NULL,NULL,NULL,NULL,1,0,1,0
334,Address1,Dirección1,Dirección1,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
335,Address2,Dirección2,Dirección2,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
336,Address:,Dirección:,Dirección:,1,,test,NULL,Dirección:,NULL,NULL,NULL,NULL,1,0,1,0
337,ADDRESSEE,DESTINATARIO,DESTINATARIO,1,,openemr,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0
