constant_name,definition,source,openemr,test,spanish,argentina,panama,haiti
"Add Field","Agregar campo",test,"Añadir Campo","Agregar campo",NULL,NULL,NULL,NULL
"Add following lines to the Apache configuration file","Añadir las siguientes lineas al file de configuracion de Apache",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Add Group","Agregar grupo",test,"Añadir grupo","Agregar grupo",NULL,NULL,NULL,NULL
"Add ICD Code","Añadir código CIE",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Add Immunization","Agregar vacunación",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Add is not authorized!","Añadir no permitido!",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Add Issue","Agregar condición",panama,"Añadir Incidente","Agregar condición",NULL,NULL,"Agregar condición","Agregar evento"
"Add Language","Agregar idioma",test,"Añadir idioma","Agregar idioma",NULL,NULL,NULL,NULL
"Add Language or Add Constant or Edit definitions:","Agregar idioma /constante /Editar definiciones:",test,NULL,"Agregar idioma /constante /Editar definiciones:",NULL,NULL,NULL,NULL
"Add Multiple","Agregar múltiples recetas",test,NULL,"Agregar múltiples recetas",NULL,NULL,NULL,NULL
"Add New","Añadir nuevo",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Add new","Agregar Nuevo",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Add new category : ","Añadir nuevo categoría :",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Add new certificates to the Apache configuration file","Añadir Certificados nuevos al archivo de configuracion de Apache",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Add new client record","Agregar nuevo registro de cliente",panama,NULL,"Agregar nuevo registro de cliente",NULL,NULL,"Agregar nuevo registro de cliente","Agregar Nuevo registro de cliente"
"Add New Group","Agregar grupo nuevo",test,"Añadir nuevo grupo","Agregar grupo nuevo",NULL,NULL,NULL,NULL
"Add new lot and transaction","Añadir lote nuevo y transacción",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Add New Note","Agregar nueva nota",test,"Añadir nueva nota","Agregar nueva nota",NULL,NULL,NULL,NULL
"Add new note","Añadir nueva nota",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Add New Partner","Añadir nuevo socio",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Add Note","Añadir nota",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Add Patient Record","Agregar nuevo reg cliente",test,"Añadir registro del paciente","Agregar nuevo reg cliente",NULL,NULL,NULL,NULL
"Add payment","Agregar pago",test,NULL,"Agregar pago",NULL,NULL,NULL,NULL
"Add Prescription","Agregar receta médica",test,"Añadir receta","Agregar receta médica",NULL,NULL,NULL,NULL
"Add Procedure",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Add Provider Number","Añadir numero del proveedor",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Add Rehab","Añadir Rehabilitacion",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Add Row","Añadir fila",test,NULL,"Añadir fila",NULL,NULL,NULL,NULL
"Add Rule","Añadir Regla",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Add to","Añadir a",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Add to Medication List","Agregar a lista de medic",test,"Añadir a lista de medicación","Agregar a lista de medic",NULL,NULL,NULL,NULL
"Add Top Level","Agregar al inicio",test,"Añadir nivel superior","Agregar al inicio",NULL,NULL,NULL,NULL
"Add Transaction","Agregar transacción",test,"Añadir Transacción","Agregar transacción",NULL,NULL,NULL,NULL
"Add User","Añadir usuario",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Add User To Group","Añadir Usuario al Grupo",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Add/Edit eRx","Añadir/Editar eRx",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Add/Edit Patient Transaction","Añadir/Editar transaccion de paciente",openemr,NULL,NULL,NULL,NULL,NULL,NULL
added,Añadido,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Adding demographics is not authorized.","No se autoriza añadir datos demograficos.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Addison Syndrom","Síndrome de Addison",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Addison Syndrome","Síndrome de Addison",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Additional Attributes","Atributos adicionales",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Additional Diagnosis:","Diagnósticos adicionales:",test,"Diagnóstico adicional:","Diagnósticos adicionales:",NULL,NULL,NULL,NULL
"Additional History","Historia Adicional",test,"Historial adicional","Historia Adicional",NULL,NULL,NULL,NULL
"Additional history notes","Notas adicionales de la historia",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Additional Info","Información adicional",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Additional Info:","Información Adicional:",test,NULL,"Información Adicional:",NULL,NULL,NULL,NULL
"Additional Labs","Laboratorios adicionales",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Additional Notes","Notas adicionales",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Additional notes for this result or recommendation",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Additional Notes:","Notas adicionales:",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Additional Notes: ","Notas adicionales:",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Additional X-RAY Notes:","Notas de Rayos X adicionales:",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Additionally, the corresponding US Snomed Extension Package can be imported separately after installing the International (English version) Snomed Release",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
addonly,"solo añadir",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Addr Bk","Lbta Direcciones",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Addr Book","Agenda Proveedores",test,"Lbta Direcciones","Agenda Proveedores",NULL,NULL,NULL,NULL
Address,Dirección,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Address Book","Libreta de direcciones",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Address book entry for the company performing this procedure","Entrada al Libro de Direcciones para la compañia que hace este procedimiento",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Address book entry for the distributor","Entrada al libro de Direcciones para el distribuidor",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Address book entry for the vendor","Entrada al Libro de Direcciones para el vendedor",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Address Book Types","Tipos de Directorio",test,"Tipos de Libro de Direcciones","Tipos de Directorio",NULL,NULL,NULL,NULL
Address1,Dirección1,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Address2,Dirección2,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Address:,Dirección:,test,NULL,Dirección:,NULL,NULL,NULL,NULL
ADDRESSEE,DESTINATARIO,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Adj,Ajuste,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Adj Amount","Monto de Ajuste",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Adj Type","Tipo de Ajuste",panama,NULL,NULL,NULL,NULL,"Tipo de Ajuste",NULL
Adjust,Ajustar,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Adjustment,Ajuste,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Adjustment Amt","Ajuste importe",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Adjustment Reasons","Motivos del ajuste",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Adjustment reasons","Razones para ajuste",test,NULL,"Razones para ajuste",NULL,NULL,NULL,NULL
"Adjustment value for code ","Valor de ajuste para código",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Adjustments,Ajustes,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Adm adjust","Ajuste adm",test,"Ajuste administrativo","Ajuste adm",NULL,NULL,NULL,NULL
Admin,Administrativo,openemr,NULL,NULL,NULL,NULL,NULL,NULL
admin,admin,test,NULL,admin,NULL,NULL,NULL,NULL
"Admin Email Address","Dirección correo electrónico administración",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Administer Via","Via de administracion",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Administered,Administrado,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Administered By","Administrado por",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Administered Site",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Administration,Administración,panama,NULL,NULL,NULL,NULL,Administración,Administracion
"Administration Site",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Administrative,Administrativa,panama,NULL,NULL,NULL,NULL,Administrativa,NULL
"Administrator, The",Administrador,test,NULL,Administrador,NULL,NULL,NULL,NULL
Administrators,Administradores,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Administrators can do anything","Los administradores pueden hacer cualquier cosa",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Admission,Admisión,spanish,NULL,Admisión,Admisión,"1a Vez",NULL,NULL
"Admit Date",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Adolescent house","Casa del Adolescente",test,NULL,"Casa del Adolescente",NULL,NULL,NULL,NULL
"Adopted Method","Método adoptado",test,NULL,"Método adoptado",NULL,NULL,NULL,NULL
"Adult Weight Screening and Follow-Up","Revisión Peso de Adulto y Seguimiento",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Adult Weight Screening and Follow-Up (CQM)","Revisión Peso de Adulto y Seguimiento (GCC)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Advance Directive","Instrucción anticipada",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Advance Directives","Directivas Avanzadas",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Advance Directives Warning","Aviso Directivas Avanzadas",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Advanced,Avanzado,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Advice,Consejo,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Affect normal","Afecta normales",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"After hrs calls","Llamadas fuera de hora",test,"llamadas fuera horario laboral","Llamadas fuera de hora",NULL,NULL,NULL,NULL
"After migration from the old password mechanisms where passwords are stored in the users table without salt is complete, this flag should be set to false so that only authentication by the new method is possible",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"After performing above configurations, import the admin client certificate to the browser and restart Apache server (empty password).","Despues de hacer las configuraciones mencionadas, importar el certificado de cliente de admin al navegador y reiniciar el server Apache (Palabra clave vacia)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"After saving the PDF, click [View Log] to check for errors.","Después de guardar el PDF, clic [Ver registro] para comprobar si hay errores.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"After saving the TEXT file(s), click [View Log] to check for errors.","Despues de guardar los archivos de TEXTO, clic [Ver registro] para comprobar errores.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"After saving your batch, click [View Log] to check for errors.","Después de guardar su lote, clic [Ver registro] para comprobar si hay errores.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"After the information is correctly entered, click the Save button.","Una vez completada la informacion correcta, clic guardar",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"AfterCare Planning",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Afternoon,Vespertino,argentina,NULL,NULL,NULL,Vespertino,NULL,NULL
Again,"Otra vez",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Age,Edad,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Age at First Abortion","Edad al primer aborto",test,NULL,"Edad al primer aborto",NULL,NULL,NULL,NULL
"Age at First Pregnancy","Edad al primer embarazo",test,NULL,"Edad al primer embarazo",NULL,NULL,NULL,NULL
"Age By","Agrupar por",panama,"Edad por",NULL,NULL,NULL,"Agrupar por",NULL
"Age By:","Edad por:",test,NULL,"Edad por:",NULL,NULL,NULL,NULL
"Age Category","Categoría de edad",test,"Categoría edad","Categoría de edad",NULL,NULL,NULL,NULL
"Age data is out of range.","Datos de edad están fuera de rango.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Age Display Format",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Age format for ""age from"" is not valid","Formato de edad para 'desde x edad' no es válido",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Age format for ""age up to"" is not valid","Formato de edad para 'hasta x edad' no es válido",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Age From","Edad desde",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Age From:","Edad desde:",panama,NULL,"Edad desde:",NULL,NULL,"Edad desde:","Edades desde:"
"Age in Years for Display Format Change",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Age max","Edad Maxima",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Age min","Edad Minima",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Age of Menarche","Edad a la menarquia",test,NULL,"Edad a la menarquia",NULL,NULL,NULL,NULL
"Age Range","Rango de Edad",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Aging Columns:",Antiguedad,test,"Columnas envejecimiento:",Antiguedad,NULL,NULL,NULL,NULL
Albanian,Albanés,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Alcohol,Alcohol,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Alcohol Abuse and Alcoholism","Abuso del alcohol y alcoholismo",test,NULL,"Abuso del alcohol y alcoholismo",NULL,NULL,NULL,NULL
"Alcohol consumption","Consumo de alcohol",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Alert Count","Conteo de Alerta",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Alerts,Alertas,openemr,NULL,NULL,NULL,NULL,NULL,NULL
ALEUT,Aleutiano,openemr,NULL,NULL,NULL,NULL,NULL,NULL
ALL,TODOS,openemr,NULL,NULL,NULL,NULL,NULL,NULL
All,Todos,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"All (Collated Format A)","Todos (Formatos Cotejados A)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"All (Collated Format B)","Todos (Formatos Cotejados B)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"All (Cumulative)","Todos (Acumulativo)",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"All Cashiers","Todas las cajeras",panama,NULL,NULL,NULL,NULL,"Todas las cajeras",NULL
"All Categories","Todas las categorías",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"All Clients / All Facilities","Todos los clientes / Todas las clínicas",test,NULL,"Todos los clientes / Todas las clínicas",NULL,NULL,NULL,NULL
"All Clinics - Detail","Todas las clínicas - Detalle",test,NULL,"Todas las clínicas - Detalle",NULL,NULL,NULL,NULL
"All Clinics - Summary","Todas las clínicas - Resumen",test,NULL,"Todas las clínicas - Resumen",NULL,NULL,NULL,NULL
"All Codes","Todos los Codigos",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"All Day","Todo el día",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"All day event","Dia completo",test,"Evento de día completo","Dia completo",NULL,NULL,NULL,NULL
"All demographics fields, with search and duplication check","Verificacion con busqueda de Demograficas y duplicados",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"All Facilities","Todas las clínicas",test,"Todas los Centros","Todas las clínicas",NULL,NULL,NULL,NULL
"All Injuries/Problems/Issues","Toda Injuria/Problema/Questiones",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"All Languages Allowed","Permitir todos los Idiomas",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"All or part of the first name","Todo o parte del nombre",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"All or part of the last name","Todo o parte del apellido",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"All or part of the organization","Nombre de la organización parcial o completo",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"All Products","Todos los productos",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"All Providers","Todos los provedores",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"All providers","Todos los proveedores",test,NULL,"Todos los proveedores",NULL,NULL,NULL,NULL
"All Reviewed and Negative:",Rev/Negat,test,"Todos revisados y negativos:",Rev/Negat,NULL,NULL,NULL,NULL
"All Topics","Todos los temas",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"All Types","Todos los tipos",test,NULL,"Todos los tipos",NULL,NULL,NULL,NULL
"All Users","Todos los usuarios",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"All users",Todos,test,NULL,Todos,NULL,NULL,NULL,NULL
"All warehouses","Todos los almacenes",panama,NULL,NULL,NULL,NULL,"Todos los almacenes",NULL
Allergic,Alérgico,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Allergies,Alergias,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Allergies:,Alergias:,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Allergy,Alergia,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Allergy import successfully completed","Importe de Alergia completado con exito",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Allergy Issue List",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Allergy Reaction","Reacción Alérgica",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Allergy to Prostaglandins/Mifepristone","Alergia a prostaglandinas/mifepristona",test,NULL,"Alergia a prostaglandinas/mifepristona",NULL,NULL,NULL,NULL
Allocate,Asignar,openemr,NULL,NULL,NULL,NULL,NULL,NULL
Allow,Permitir,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Allow all available languages as choices on menu at login.","Permitir todos los idiomas disponibles en el menu de inicio",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Allow creation of claims containing diagnoses but not procedures or charges. Most clinics do not want this.","Permitir creación de reclamos (facturas) con diagnósticos pero no procedimientos o cargos. Muchas clinicas no desean esto.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Allow Debugging Language","Permitir depuracion de Lenguaje",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Allow Email","Permitir eMail",test,"Permitir el Email","Permitir eMail",NULL,NULL,NULL,NULL
"Allow email messages?","¿Autoriza el envío de emails?",test,"¿Permitir los correos electrónicos?","¿Autoriza el envío de emails?",NULL,NULL,NULL,NULL
"Allow Email?","¿Autoriza el envío de emails?",test,"¿Permitir Email?","¿Autoriza el envío de emails?",NULL,NULL,NULL,NULL
"Allow Encounter Claims","Permitir reclamos de encuentros",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Allow Health Information Exchange","Permitir el intercambio de informacion medica",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Allow Immunization Info Sharing","Permitir compartir informacion de inmunizaciones",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Allow Immunization Registry Use","Permitir el registro de uso de inmunizaciones",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Allow Mail Message","Permitir correo regular",test,"Permitir el mensaje de correo","Permitir correo regular",NULL,NULL,NULL,NULL
"Allow Patient Portal","Permitir Portal del Paciente",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Allow SMS","Permitir mensajes SMS",test,"Permitir SMS","Permitir mensajes SMS",NULL,NULL,NULL,NULL
"Allow SMS (text messages)?","¿Autoriza mensajes de texto SMS?",test,"¿Permitir SMS (mensaje de texto)?","¿Autoriza mensajes de texto SMS?",NULL,NULL,NULL,NULL
"Allow submitted events to be made active instantly?","Permitir la activación instantánea de los eventos entrados?",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Allow telephone messages?","¿Autoriza mensajes telefónicos?",test,"¿Permitir mensaje telefonico?","¿Autoriza mensajes telefónicos?",NULL,NULL,NULL,NULL
"Allow users to publish Global Events","Permitir a los usuarios publicar eventos globales",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Allow users to publish Personal Calendars","Permitir a los usuarios publicar calendarios personales",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Allow Voice Message","Permitir mensajes de voz",test,"Permitir Mensaje de Voz","Permitir mensajes de voz",NULL,NULL,NULL,NULL
Allowed,Permitido,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Allowed Languages","Idiomas Permitidos",openemr,NULL,NULL,NULL,NULL,NULL,NULL
Allowed(c),"Asignado ©",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"already exists","ya existe.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"already exists.","ya existe.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Already used, choose another identifier","Indentificador ya usado, elige otro",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Already used, choose another title","Título ya usado, elige otro",openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Alt Address","Dirección alternativa",openemr,NULL,NULL,NULL,NULL,NULL,NULL
alter,modificar,openemr,NULL,NULL,NULL,NULL,NULL,NULL
"Alternatively, you may use the search page to upload an electronic remittance (X12 835) file that you have obtained from your payer or clearinghouse.  You can do this by clicking the Browse button and selecting the file to upload, and then clicking Search","De forma alternativa, puede usar la página de búsqueda para cargar un archivo electrónico (X12835) que haya recibido de su pagador. Puede hacerlo oprimiendo el botón ""Explorar"" y seleccionar el archivo a cargar, y luego oprimir ""Explorar"" para ejecutar la carga y desplegar las facturas correspondientes. En este caso, los parámetros mencionados arriba no aplican y pueden ser ignorados. La carga guarda el archivo pero no procesa su contenido - esto se realiza de forma separada tal y como se describe abajo.",openemr,NULL,NULL,NULL,NULL,NULL,NULL
